,Sector,Industry,Chairman & Chief Executive Officer,Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Retail Trade,Discount Stores,Brian C. Cornell,John J. Mulligan,"Minneapolis, Minnesota",TGT,profile
