,Sector,Industry,"President, Chief Executive Officer & Director",Senior Vice President-Operations,Corporate headquarters,Symbol,Category
1,Electronic Technology,Computer Peripherals,George Kurian,Bill Berg,"Sunnyvale, California",NTAP,profile
