,Sector,Industry,Chairman & Chief Executive Officer,President & Director,Corporate headquarters,Symbol,Category
1,Finance,Real Estate Investment Trusts,Arthur M. Coppola,Edward C. Coppola,"Santa Monica, California",MAC,profile
