,Sector,Industry,"President, CEO, COO & Director",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Consumer Durables,Tools & Hardware,James M. Loree,Donald Allan,"New Britain, Connecticut",SWK,profile
