,Sector,Industry,"President, Chief Executive Officer & Director",Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Transportation,Railroads,E. Hunter Harrison,Cindy M. Sanborn,"Jacksonville, Florida",CSX,profile
