,Sector,Industry,Chief Executive Officer & Director,Global President & Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Commercial Services,Advertising/Marketing Services,Dwight Mitchell Barns,Steve Hasker,"New York, New York",NLSN,profile
