,Sector,Industry,"President, Chief Executive Officer & Director",Senior Vice President-Global Operations,Corporate headquarters,Symbol,Category
1,Consumer Services,Other Consumer Services,Devin N. Wenig,Wendy Jones,"San Jose, California",EBAY,profile
