,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Consumer Services,Movies/Entertainment,Robert M. Bakish,Wade Davis,"New York, New York",VIAB,profile
