,Sector,Industry,Chief Executive Officer & Director,Treasurer & Senior VP-Global Operations,Corporate headquarters,Symbol,Category
1,Producer Manufacturing,Industrial Conglomerates,John L. Flannery,Daniel Janki,"Boston, Massachusetts",GE,profile
