,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Finance,Insurance Brokers/Services,Scott G. Stephenson,Mark V. Anquillare,"Jersey City, New Jersey",VRSK,profile
