,Sector,Industry,Chairman & Chief Executive Officer,President & Chief Financial Officer,Corporate headquarters,Symbol,Category
1,Energy Minerals,Oil & Gas Production,Tim Leach,Jack F. Harper,"Midland, Texas",CXO,profile
