,Sector,Industry,Chairman & Chief Executive Officer,Chief Financial Officer & Vice President,Corporate headquarters,Symbol,Category
1,Energy Minerals,Integrated Oil,John S. Watson,Pat Yarrington,"San Ramon, California",CVX,profile
