,Sector,Industry,Chief Executive Officer & Director,President & Chief Financial Officer,Corporate headquarters,Symbol,Category
1,Consumer Services,Restaurants,Greg Creed,David W. Gibbs,"Louisville, Kentucky",YUM,profile
