,Sector,Industry,Chairman & Chief Executive Officer,Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Commercial Services,Miscellaneous Commercial Services,George R. Oliver,Brian J. Stief,"Cork, Cork",JCI,profile
