,Sector,Industry,Executive Chairman & Chief Technology Officer,Co-Chief Executive Officer & Director,Corporate headquarters,Symbol,Category
1,Technology Services,Packaged Software,Larry Ellison,Safra Ada Catz,"Redwood City, California",ORCL,profile
