,Sector,Industry,"President, Chief Executive Officer & Trustee",Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Finance,Real Estate Investment Trusts,David J. Neithercut,David S. Santee,"Chicago, Illinois",EQR,profile
