,Sector,Industry,"President, Chief Executive Officer & Director",Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Technology Services,Data Processing Services,Daniel H. Schulman,William J. Ready,"San Jose, California",PYPL,profile
