,Sector,Industry,"President, Chief Executive Officer & Director",Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Finance,Finance/Rental/Leasing,Michael J. Kneeland,Matthew John Flannery,"Stamford, Connecticut",URI,profile
