,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Senior Executive VP,Corporate headquarters,Symbol,Category
1,Retail Trade,Apparel/Footwear Retail,Ernie L. Herrman,Scott Goldenberg,"Framingham, Massachusetts",TJX,profile
