,Sector,Industry,Chairman & Chief Executive Officer,President & Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Utilities,Electric Utilities,Gerard M. Anderson,Gerardo Norcia,"Detroit, Michigan",DTE,profile
