,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & Vice President,Corporate headquarters,Symbol,Category
1,Producer Manufacturing,Industrial Conglomerates,Brian D. Jellison,Robert Crisci,"Sarasota, Florida",ROP,profile
