,Sector,Industry,Chief Executive Officer & Director,President,Corporate headquarters,Symbol,Category
1,Electronic Technology,Telecommunications Equipment,Steven M. Mollenkopf,Derek K. Aberle,"San Diego, California",QCOM,profile
