,Sector,Industry,Chairman & Chief Executive Officer,"Vice Chairman, President, COO, CFO & Secretary",Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Beverages: Non-Alcoholic,Rodney Cyril Sacks,Hilton H. Schlosberg,"Corona, California",MNST,profile
