,Sector,Industry,Chief Executive Officer & Director,Senior Vice President-US Therapeutic Operations,Corporate headquarters,Symbol,Category
1,Health Technology,Biotechnology,Michel Vounatsos,Alisha A. Alaimo,"Cambridge, Massachusetts",BIIB,profile
