,Sector,Industry,Chairman & Chief Executive Officer,Chief Financial Officer & Vice President,Corporate headquarters,Symbol,Category
1,Electronic Technology,Aerospace & Defense,Thomas A. Kennedy,Anthony F. O'Brien,"Waltham, Massachusetts",RTN,profile
