,Sector,Industry,"President, Chief Executive Officer & Trustee",Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Utilities,Electric Utilities,James J. Judge,Werner J. Schweiger,"Springfield, Massachusetts",ES,profile
