,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial & Accounting Officer,Corporate headquarters,Symbol,Category
1,Consumer Services,Hotels/Resorts/Cruiselines,Arnold W. Donald,David Bernstein,"Miami, Florida",CCL,profile
