,Sector,Industry,Chairman & Chief Executive Officer,President & Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Apparel/Footwear,Kevin A. Plank,Patrik Frisk,"Baltimore, Maryland",UA,profile
