,Sector,Industry,Chairman & Chief Executive Officer,"Vice Chairman, President & Chief Operating Officer",Corporate headquarters,Symbol,Category
1,Technology Services,Packaged Software,Marc Russell Benioff,Keith G. Block,"San Francisco, California",CRM,profile
