,Sector,Industry,"Chairman, President & Chief Executive Officer","SEVP, Chief Operations & Technology Officer",Corporate headquarters,Symbol,Category
1,Finance,Regional Banks,Steve Steinour,Paul G. Heller,"Columbus, Ohio",HBAN,profile
