,Sector,Industry,Chief Executive Officer & Director,Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Finance,Real Estate Investment Trusts,Arthur William Stein,Jarrett Appleby,"San Francisco, California",DLR,profile
