,Sector,Industry,Chairman & Chief Executive Officer,President-Operations,Corporate headquarters,Symbol,Category
1,Industrial Services,Oilfield Services/Equipment,Paal Kibsgaard,Patrick Schorn,"Houston, Texas",SLB,profile
