,Earnings growth (last year),Earnings growth (this year),Earnings growth (next 5 years),Revenue growth (last year),P/E ratio,Price/Sales,Price/Book,Symbol,Category
1,-36.90%,-12.53%,+8.15%,-34.89%,23.4,2.43,5.00,EMR,growth_and_valuation
