,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial & Principal Accounting Officer,Corporate headquarters,Symbol,Category
1,Communications,Major Telecommunications,Randall L. Stephenson,John J. Stephens,"Dallas, Texas",T,profile
