,Sector,Industry,"Chairman, President & Chief Executive Officer",Senior Vice President-Operations,Corporate headquarters,Symbol,Category
1,Electronic Technology,Aerospace & Defense,Robert Kelly Ortberg,Bruce Michael King,"Cedar Rapids, Iowa",COL,profile
