,Previous close,Today’s open,Day’s range,Volume,Average volume (3 months),Market cap,Dividend yield,Symbol,Category
1,23.77,23.78,23.59 - 24.36,3846925,5911811,$11.8B,1.65%,NBL,todays_trading
