,Sector,Industry,"President, CEO & Independent Director",Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Finance,Savings Banks,Margaret M. Keane,Kurt Grossheim,"Stamford, Connecticut",SYF,profile
