,Sector,Industry,Chairman & Chief Executive Officer,President & Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Finance,Investment Managers,Gregory Eugene Johnson,Jennifer M. Johnson,"San Mateo, California",BEN,profile
