,Sector,Industry,Chairman & Chief Executive Officer,Chief Financial Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Producer Manufacturing,Industrial Machinery,Ernest Scott Santi,Michael M. Larsen,"Glenview, Illinois",ITW,profile
