,Sector,Industry,Chairman & Chief Executive Officer,President,Corporate headquarters,Symbol,Category
1,Energy Minerals,Oil Refining/Marketing,Gary R. Heminger,Donald C. Templin,"Findlay, Ohio",MPC,profile
