,Sector,Industry,Chief Executive Officer & Director,Chief Financial Officer & Senior Executive VP,Corporate headquarters,Symbol,Category
1,Consumer Services,Movies/Entertainment,James Rupert Murdoch,John P. Nallen,"New York, New York",FOX,profile
