,Sector,Industry,"Chairman, President & Chief Executive Officer",Senior Vice President-Supply Chain & Operations,Corporate headquarters,Symbol,Category
1,Electronic Technology,Aerospace & Defense,Dennis A. Muilenburg,Jenette Ramos,"Chicago, Illinois",BA,profile
