,Sector,Industry,"President, Chief Executive Officer & Director","CFO, Treasurer & Principal Accounting Officer",Corporate headquarters,Symbol,Category
1,Electronic Technology,Telecommunications Equipment,Clifton A. Pemble,Douglas G. Boessen,"Schaffhausen, Schaffhausen",GRMN,profile
