,Sector,Industry,"President, Chief Executive Officer & Director",Executive Vice President-Operations,Corporate headquarters,Symbol,Category
1,Electronic Technology,Semiconductors,Jen-Hsun Huang,Debora Shoquist,"Santa Clara, California",NVDA,profile
