,Sector,Industry,Chairman & Chief Executive Officer,Chief Financial Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Food: Major Diversified,John A. Bryant,Fareed A. Khan,"Battle Creek, Michigan",K,profile
