,Sector,Industry,"President, CEO & Non-Independent Director",Senior Vice President-Global Operations?,Corporate headquarters,Symbol,Category
1,Electronic Technology,Semiconductors,Lisa T. Su,Chekib Akrout,"Sunnyvale, California",AMD,profile
