,Sector,Industry,Chairman & Chief Executive Officer,Chief Financial Officer,Corporate headquarters,Symbol,Category
1,Finance,Real Estate Investment Trusts,Steven Roth,Joseph Macnow,"New York, New York",VNO,profile
