,Sector,Industry,Chairman & Chief Executive Officer,President,Corporate headquarters,Symbol,Category
1,Consumer Durables,Recreational Products,Brian D. Goldner,John A. Frascotti,"Pawtucket, Rhode Island",HAS,profile
