,Sector,Industry,Chairman & Chief Executive Officer,Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Commercial Services,Advertising/Marketing Services,Michael Isor Roth,Frank Mergenthaler,"New York, New York",IPG,profile
