,Sector,Industry,"Chairman, President & Chief Executive Officer",Senior Vice President-Transformation & Operations,Corporate headquarters,Symbol,Category
1,Technology Services,Information Technology Services,Ginni Rometty,James J. Kavanaugh,"Armonk, New York",IBM,profile
