,Sector,Industry,Chairman & Chief Executive Officer,Chief Financial Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Producer Manufacturing,Trucks/Construction/Farm Machinery,Samuel R. Allen,Rajesh Kalathur,"Moline, Illinois",DE,profile
