,Sector,Industry,President & Chief Executive Officer,Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Consumer Durables,Homebuilding,David V. Auld,Michael J. Murray,"Fort Worth, Texas",DHI,profile
