,Sector,Industry,Chairman & Chief Executive Officer,Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Finance,Regional Banks,Bill Rogers,Aleem Gillani,"Atlanta, Georgia",STI,profile
