,Sector,Industry,"Chairman, President & Chief Executive Officer","Chief Financial Officer, Treasurer & Executive VP",Corporate headquarters,Symbol,Category
1,Non-Energy Minerals,Steel,John J. Ferriola,James D. Frias,"Charlotte, North Carolina",NUE,profile
