,Sector,Industry,"President, Chief Executive Officer & Director",Executive Vice President-Operations,Corporate headquarters,Symbol,Category
1,Transportation,Trucking,John N. Roberts,Alfred Craig Harper,"Lowell, Arkansas",JBHT,profile
