,Sector,Industry,Chief Executive Officer & Director,Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Electronic Technology,Telecommunications Equipment,Tim Cook,Jeffrey E. Williams,"Cupertino, California",AAPL,profile
