,Sector,Industry,"President, Chief Executive Officer & Director","CFO, President-Enabling Services & Executive VP",Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Beverages: Non-Alcoholic,James Quincey,Kathy N. Waller,"Atlanta, Georgia",KO,profile
