,Sector,Industry,Chairman & Chief Executive Officer,Chief Financial Officer & Senior Executive VP,Corporate headquarters,Symbol,Category
1,Consumer Services,Media Conglomerates,Robert A. Iger,Christine M. McCarthy,"Burbank, California",DIS,profile
