,Sector,Industry,"President, Chief Executive Officer & Director",Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Industrial Services,Oil & Gas Pipelines,Alan S. Armstrong,Michael G. Dunn,"Tulsa, Oklahoma",WMB,profile
