,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Finance,Real Estate Investment Trusts,H. Eric Bolton,Tom L. Grimes,"Memphis, Tennessee",MAA,profile
