,Earnings growth (last year),Earnings growth (this year),Earnings growth (next 5 years),Revenue growth (last year),P/E ratio,Price/Sales,Price/Book,Symbol,Category
1,+5.62%,+5.21%,+8.79%,+7.99%,14.8,1.07,2.33,UHS,growth_and_valuation
