,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Commercial Services,Financial Publishing/Services,Douglas L. Peterson,Ewout L. Steenbergen,"New York, New York",SPGI,profile
