,Sector,Industry,"President, Chief Executive Officer & Director",Vice President-Operations,Corporate headquarters,Symbol,Category
1,Technology Services,Data Processing Services,Martin Mucci,Theodore J. Jordan,"Rochester, New York",PAYX,profile
