,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Consumer Services,Hotels/Resorts/Cruiselines,Arne M. Sorenson,Kathleen Kelly Oberg,"Bethesda, Maryland",MAR,profile
